"STATION","DATE","TMAX","TMIN","TOBS","WESD","WESF"
"USC00410433","2019-01-03","38","35","36","0.0","0.0"
"USC00410433","2019-01-04","49","31","33","0.0","0.0"
"USC00410433","2019-01-05","61","33","39","0.0","0.0"
"USC00410433","2019-01-06","73","39","42","0.0","0.0"
"USC00410433","2019-01-07","70","42","62","0.0","0.0"
"USC00410433","2019-01-08","75","55","55","0.0","0.0"
"USC00410433","2019-01-09","76","49","49","0.0","0.0"
"USC00410433","2019-01-10","60","40","46","0.0","0.0"
"USC00410433","2019-01-11","58","46","49","0.0","0.0"
"USC00410433","2019-01-12","57","49","52","0.0","0.0"
"USC00410433","2019-01-13","60","36","36","0.0","0.0"
"USC00410433","2019-01-14","52","36","36","0.0","0.0"
"USC00410433","2019-01-15","52","36","44","0.0","0.0"
"USC00410433","2019-01-16","51","44","49","0.0","0.0"
"USC00410433","2019-01-17","56","49","52","0.0","0.0"
"USC00410433","2019-01-18","73","48","52","0.0","0.0"
"USC00410433","2019-01-19","64","44","44","0.0","0.0"
"USC00410433","2019-01-20","59","29","31","0.0","0.0"
"USC00410433","2019-01-21","54","31","35","0.0","0.0"
"USC00410433","2019-01-22","64","35","56","0.0","0.0"
"USC00410433","2019-01-23","66","34","34","0.0","0.0"
"USC00410433","2019-01-24","54","30","30","0.0","0.0"
"USC00410433","2019-01-25","62","30","42","0.0","0.0"
"USC00410433","2019-01-26","58","41","41","0.0","0.0"
"USC00410433","2019-01-27","60","41","47","0.0","0.0"
"USC00410433","2019-01-28","64","41","45","0.0","0.0"
"USC00410433","2019-01-29","71","34","34","0.0","0.0"
"USC00410433","2019-01-30","49","34","36","0.0","0.0"
"USC00410433","2019-01-31","55","36","45","0.0","0.0"
"USC00410433","2019-02-01","56","45","55","0.0","0.0"
"USC00410433","2019-02-02","64","55","58","0.0","0.0"
"USC00410433","2019-02-03","63","58","60","0.0","0.0"
"USC00410433","2019-02-04","74","60","64","0.0","0.0"
"USC00410433","2019-02-05","74","64","66","0.0","0.0"
"USC00410433","2019-02-06","77","66","67","0.0","0.0"
"USC00410433","2019-02-07","73","67","70","0.0","0.0"
"USC00410433","2019-02-08","70","32","32","0.0","0.0"
"USC00410433","2019-02-09","35","32","33","0.0","0.0"
"USC00410433","2019-02-10","40","33","38","0.0","0.0"
"USC00410433","2019-02-11","51","38","51","0.0","0.0"
"USC00410433","2019-02-12","60","45","45","0.0","0.0"
"USC00410433","2019-02-13","63","29","29","0.0","0.0"
"USC00410433","2019-02-14","64","29","52","0.0","0.0"
"USC00410433","2019-02-15","74","52","53","0.0","0.0"
"USC00410433","2019-02-16","88","42","42","0.0","0.0"
"USC00410433","2019-02-17","56","42","55","0.0","0.0"
"USC00410433","2019-02-18","61","42","42","0.0","0.0"
"USC00410433","2019-02-19","57","39","39","0.0","0.0"
"USC00410433","2019-02-20","43","38","38","0.0","0.0"
"USC00410433","2019-02-21","64","38","49","0.0","0.0"
"USC00410433","2019-02-22","54","49","49","0.0","0.0"
"USC00410433","2019-02-23","58","46","58","0.0","0.0"
"USC00410433","2019-02-24","71","42","42","0.0","0.0"
"USC00410433","2019-02-25","63","41","44","0.0","0.0"
"USC00410433","2019-02-26","67","44","53","0.0","0.0"
"USC00410433","2019-02-27","69","53","59","0.0","0.0"
"USC00410433","2019-02-28","77","38","38","0.0","0.0"
"USC00410433","2019-03-01","43","38","41","0.0","0.0"
"USC00410433","2019-03-02","52","41","46","0.0","0.0"
"USC00410433","2019-03-03","50","43","43","0.0","0.0"
"USC00410433","2019-03-04","43","27","27","0.0","0.0"
"USC00410433","2019-03-05","37","24","24","0.0","0.0"
"USC00410433","2019-03-06","47","24","26","0.0","0.0"
"USC00410433","2019-03-07","59","26","51","0.0","0.0"
"USC00410433","2019-03-08","74","51","65","0.0","0.0"
"USC00410433","2019-03-09","81","65","67","0.0","0.0"
"USC00410433","2019-03-10","85","55","60","0.0","0.0"
"USC00410433","2019-03-11","74","54","54","0.0","0.0"
"USC00410433","2019-03-12","60","54","57","0.0","0.0"
"USC00410433","2019-03-13","75","54","54","0.0","0.0"
"USC00410433","2019-03-14","81","54","61","0.0","0.0"
"USC00410433","2019-03-15","74","47","47","0.0","0.0"
"USC00410433","2019-03-16","59","44","46","0.0","0.0"
"USC00410433","2019-03-17","62","44","45","0.0","0.0"
"USC00410433","2019-03-18","68","43","43","0.0","0.0"
"USC00410433","2019-03-19","72","43","49","0.0","0.0"
"USC00410433","2019-03-20","71","49","54","0.0","0.0"
"USC00410433","2019-03-21","75","45","46","0.0","0.0"
"USC00410433","2019-03-22","79","46","49","0.0","0.0"
"USC00410433","2019-03-23","80","49","61","0.0","0.0"
"USC00410433","2019-03-24","72","61","64","0.0","0.0"
"USC00410433","2019-03-25","81","64","67","0.0","0.0"
"USC00410433","2019-03-26","80","53","54","0.0","0.0"
"USC00410433","2019-03-27","78","48","48","0.0","0.0"
"USC00410433","2019-03-28","78","48","57","0.0","0.0"
"USC00410433","2019-03-29","78","57","61","0.0","0.0"
"USC00410433","2019-03-30","78","61","63","0.0","0.0"
"USC00410433","2019-03-31","68","44","44","0.0","0.0"
"USC00410433","2019-04-01","58","40","44","0.0","0.0"
"USC00410433","2019-04-02","64","37","37","0.0","0.0"
"USC00410433","2019-04-03","74","37","55","0.0","0.0"
"USC00410433","2019-04-04","68","55","65","0.0","0.0"
"USC00410433","2019-04-05","89","62","63","0.0","0.0"
"USC00410433","2019-04-06","81","63","68","0.0","0.0"
"USC00410433","2019-04-07","72","64","67","0.0","0.0"
"USC00410433","2019-04-08","67","58","59","0.0","0.0"
"USC00410433","2019-04-09","85","55","56","0.0","0.0"
"USC00410433","2019-04-10","90","56","62","0.0","0.0"
"USC00410433","2019-04-11","91","60","60","0.0","0.0"
"USC00410433","2019-04-12","81","50","52","0.0","0.0"
"USC00410433","2019-04-13","78","52","62","0.0","0.0"
"USC00410433","2019-04-14","63","44","45","0.0","0.0"
"USC00410433","2019-04-15","74","45","53","0.0","0.0"
"USC00410433","2019-04-16","81","53","63","0.0","0.0"
"USC00410433","2019-04-17","80","63","68","0.0","0.0"
"USC00410433","2019-04-18","81","58","58","0.0","0.0"
"USC00410433","2019-04-19","73","54","55","0.0","0.0"
"USC00410433","2019-04-20","75","45","46","0.0","0.0"
"USC00410433","2019-04-21","83","46","57","0.0","0.0"
"USC00410433","2019-04-22","83","57","65","0.0","0.0"
"USC00410433","2019-04-23","80","65","67","0.0","0.0"
"USC00410433","2019-04-24","77","60","60","0.0","0.0"
"USC00410433","2019-04-25","61","54","55","0.0","0.0"
"USC00410433","2019-04-26","84","55","61","0.0","0.0"
"USC00410433","2019-04-27","81","58","59","0.0","0.0"
"USC00410433","2019-04-28","84","59","65","0.0","0.0"
"USC00410433","2019-04-29","84","65","68","0.0","0.0"
"USC00410433","2019-04-30","82","68","73","0.0","0.0"
"USC00410433","2019-05-01","81","72","72","0.0","0.0"
"USC00410433","2019-05-02","81","61","61","0.0","0.0"
"USC00410433","2019-05-03","79","61","64","0.0","0.0"
"USC00410433","2019-05-04","79","58","58","0.0","0.0"
"USC00410433","2019-05-05","80","58","58","0.0","0.0"
"USC00410433","2019-05-06","83","58","66","0.0","0.0"
"USC00410433","2019-05-07","74","66","69","0.0","0.0"
"USC00410433","2019-05-08","85","67","69","0.0","0.0"
"USC00410433","2019-05-09","76","65","72","0.0","0.0"
"USC00410433","2019-05-10","83","53","53","0.0","0.0"
"USC00410433","2019-05-11","66","53","55","0.0","0.0"
"USC00410433","2019-05-12","62","55","57","0.0","0.0"
"USC00410433","2019-05-13","77","53","54","0.0","0.0"
"USC00410433","2019-05-14","82","54","60","0.0","0.0"
"USC00410433","2019-05-15","80","60","62","0.0","0.0"
"USC00410433","2019-05-16","86","62","66","0.0","0.0"
"USC00410433","2019-05-17","85","66","71","0.0","0.0"
"USC00410433","2019-05-18","87","71","75","0.0","0.0"
"USC00410433","2019-05-19","83","74","74","0.0","0.0"
"USC00410433","2019-05-20","91","74","75","0.0","0.0"
"USC00410433","2019-05-21","88","75","76","0.0","0.0"
"USC00410433","2019-05-22","86","62","76","0.0","0.0"
"USC00410433","2019-05-23","89","74","74","0.0","0.0"
"USC00410433","2019-05-24","90","74","75","0.0","0.0"
"USC00410433","2019-05-25","87","73","74","0.0","0.0"
"USC00410433","2019-05-26","89","73","73","0.0","0.0"
"USC00410433","2019-05-27","90","72","72","0.0","0.0"
"USC00410433","2019-05-28","88","72","73","0.0","0.0"
"USC00410433","2019-05-29","86","73","76","0.0","0.0"
"USC00410433","2019-05-30","90","69","70","0.0","0.0"
"USC00410433","2019-05-31","81","70","72","0.0","0.0"
"USC00410433","2019-06-01","90","72","74","0.0","0.0"
"USC00410433","2019-06-02","91","72","73","0.0","0.0"
"USC00410433","2019-06-03","93","72","72","0.0","0.0"
"USC00410433","2019-06-04","92","72","74","0.0","0.0"
"USC00410433","2019-06-05","81","71","73","0.0","0.0"
"USC00410433","2019-06-06","86","65","65","0.0","0.0"
"USC00410433","2019-06-07","88","65","69","0.0","0.0"
"USC00410433","2019-06-08","92","68","68","0.0","0.0"
"USC00410433","2019-06-09","96","68","71","0.0","0.0"
"USC00410433","2019-06-10","96","69","73","0.0","0.0"
"USC00410433","2019-06-11","84","68","68","0.0","0.0"
"USC00410433","2019-06-12","79","63","65","0.0","0.0"
"USC00410433","2019-06-13","88","65","67","0.0","0.0"
"USC00410433","2019-06-14","89","67","68","0.0","0.0"
"USC00410433","2019-06-15","89","68","76","0.0","0.0"
"USC00410433","2019-06-16","93","75","75","0.0","0.0"
"USC00410433","2019-06-17","93","66","67","0.0","0.0"
"USC00410433","2019-06-18","86","67","69","0.0","0.0"
"USC00410433","2019-06-19","92","69","76","0.0","0.0"
"USC00410433","2019-06-20","95","76","78","0.0","0.0"
"USC00410433","2019-06-21","95","78","78","0.0","0.0"
"USC00410433","2019-06-22","93","73","73","0.0","0.0"
"USC00410433","2019-06-23","90","73","78","0.0","0.0"
"USC00410433","2019-06-24","96","66","68","0.0","0.0"
"USC00410433","2019-06-25","81","65","66","0.0","0.0"
"USC00410433","2019-06-26","91","66","71","0.0","0.0"
"USC00410433","2019-06-27","90","71","75","0.0","0.0"
"USC00410433","2019-06-28","93","70","73","0.0","0.0"
"USC00410433","2019-06-29","93","69","69","0.0","0.0"
"USC00410433","2019-06-30","94","67","69","0.0","0.0"
"USC00410433","2019-07-01","86","69","72","0.0","0.0"
"USC00410433","2019-07-02","91","72","75","0.0","0.0"
"USC00410433","2019-07-03","93","73","73","0.0","0.0"
"USC00410433","2019-07-04","91","72","74","0.0","0.0"
"USC00410433","2019-07-05","91","74","77","0.0","0.0"
"USC00410433","2019-07-06","93","75","75","0.0","0.0"
"USC00410433","2019-07-07","94","75","76","0.0","0.0"
"USC00410433","2019-07-08","95","75","75","0.0","0.0"
"USC00410433","2019-07-09","95","69","75","0.0","0.0"
"USC00410433","2019-07-10","95","75","77","0.0","0.0"
"USC00410433","2019-07-11","97","72","73","0.0","0.0"
"USC00410433","2019-07-12","94","73","75","0.0","0.0"
"USC00410433","2019-07-13","94","72","74","0.0","0.0"
"USC00410433","2019-07-14","92","74","76","0.0","0.0"
"USC00410433","2019-07-15","95","73","73","0.0","0.0"
"USC00410433","2019-07-16","98","73","77","0.0","0.0"
"USC00410433","2019-07-17","98","76","77","0.0","0.0"
"USC00410433","2019-07-18","96","76","76","0.0","0.0"
"USC00410433","2019-07-19","98","75","75","0.0","0.0"
"USC00410433","2019-07-20","97","75","76","0.0","0.0"
"USC00410433","2019-07-21","97","74","74","0.0","0.0"
"USC00410433","2019-07-22","98","74","75","0.0","0.0"
"USC00410433","2019-07-23","99","75","77","0.0","0.0"
"USC00410433","2019-07-24","91","72","72","0.0","0.0"
"USC00410433","2019-07-25","90","61","61","0.0","0.0"
"USC00410433","2019-07-26","90","61","64","0.0","0.0"
"USC00410433","2019-07-27","92","64","67","0.0","0.0"
"USC00410433","2019-07-28","96","67","76","0.0","0.0"
"USC00410433","2019-07-29","98","75","75","0.0","0.0"
"USC00410433","2019-07-30","99","75","76","0.0","0.0"
"USC00410433","2019-07-31","101","74","75","0.0","0.0"
"USC00410433","2019-08-01","100","74","74","0.0","0.0"
"USC00410433","2019-08-02","98","74","75","0.0","0.0"
"USC00410433","2019-08-03","99","75","77","0.0","0.0"
"USC00410433","2019-08-04","94","73","73","0.0","0.0"
"USC00410433","2019-08-05","91","73","74","0.0","0.0"
"USC00410433","2019-08-06","97","74","76","0.0","0.0"
"USC00410433","2019-08-07","99","76","77","0.0","0.0"
"USC00410433","2019-08-08","100","77","77","0.0","0.0"
"USC00410433","2019-08-09","101","77","78","0.0","0.0"
"USC00410433","2019-08-10","102","77","77","0.0","0.0"
"USC00410433","2019-08-11","101","77","77","0.0","0.0"
"USC00410433","2019-08-12","102","77","77","0.0","0.0"
"USC00410433","2019-08-13","103","77","78","0.0","0.0"
"USC00410433","2019-08-14","103","76","76","0.0","0.0"
"USC00410433","2019-08-15","101","75","75","0.0","0.0"
"USC00410433","2019-08-16","99","75","76","0.0","0.0"
"USC00410433","2019-08-17","102","76","78","0.0","0.0"
"USC00410433","2019-08-18","102","78","78","0.0","0.0"
"USC00410433","2019-08-19","101","77","77","0.0","0.0"
"USC00410433","2019-08-20","101","77","77","0.0","0.0"
"USC00410433","2019-08-21","100","76","76","0.0","0.0"
"USC00410433","2019-08-22","99","76","76","0.0","0.0"
"USC00410433","2019-08-23","99","76","77","0.0","0.0"
"USC00410433","2019-08-24","97","75","75","0.0","0.0"
"USC00410433","2019-08-25","95","72","72","0.0","0.0"
"USC00410433","2019-08-26","100","72","78","0.0","0.0"
"USC00410433","2019-08-27","101","78","78","0.0","0.0"
"USC00410433","2019-08-28","92","73","74","0.0","0.0"
"USC00410433","2019-08-29","97","74","74","0.0","0.0"
"USC00410433","2019-08-30","100","74","77","0.0","0.0"
"USC00410433","2019-08-31","98","73","73","0.0","0.0"
"USC00410433","2019-09-01","97","73","74","0.0","0.0"
"USC00410433","2019-09-02","97","71","72","0.0","0.0"
"USC00410433","2019-09-03","98","69","69","0.0","0.0"
"USC00410433","2019-09-04","99","69","72","0.0","0.0"
"USC00410433","2019-09-05","98","70","70","0.0","0.0"
"USC00410433","2019-09-06","100","70","72","0.0","0.0"
"USC00410433","2019-09-07","100","72","75","0.0","0.0"
"USC00410433","2019-09-08","100","73","74","0.0","0.0"
"USC00410433","2019-09-09","98","74","76","0.0","0.0"
"USC00410433","2019-09-10","98","75","75","0.0","0.0"
"USC00410433","2019-09-11","99","71","74","0.0","0.0"
"USC00410433","2019-09-12","97","70","70","0.0","0.0"
"USC00410433","2019-09-13","96","70","71","0.0","0.0"
"USC00410433","2019-09-14","96","71","71","0.0","0.0"
"USC00410433","2019-09-15","98","69","69","0.0","0.0"
"USC00410433","2019-09-16","95","69","72","0.0","0.0"
"USC00410433","2019-09-17","97","71","74","0.0","0.0"
"USC00410433","2019-09-18","88","70","72","0.0","0.0"
"USC00410433","2019-09-19","97","72","74","0.0","0.0"
"USC00410433","2019-09-20","95","74","77","0.0","0.0"
"USC00410433","2019-09-21","97","77","77","0.0","0.0"
"USC00410433","2019-09-22","95","76","76","0.0","0.0"
"USC00410433","2019-09-23","97","76","77","0.0","0.0"
"USC00410433","2019-09-24","96","76","76","0.0","0.0"
"USC00410433","2019-09-25","96","73","73","0.0","0.0"
"USC00410433","2019-09-26","97","73","73","0.0","0.0"
"USC00410433","2019-09-27","96","73","74","0.0","0.0"
"USC00410433","2019-09-28","95","74","77","0.0","0.0"
"USC00410433","2019-09-29","93","76","76","0.0","0.0"
"USC00410433","2019-09-30","95","76","77","0.0","0.0"
"USC00410433","2019-10-01","95","75","76","0.0","0.0"
"USC00410433","2019-10-02","95","75","75","0.0","0.0"
"USC00410433","2019-10-03","95","72","72","0.0","0.0"
"USC00410433","2019-10-04","94","71","71","0.0","0.0"
"USC00410433","2019-10-05","93","68","68","0.0","0.0"
"USC00410433","2019-10-06","94","67","68","0.0","0.0"
"USC00410433","2019-10-07","95","66","66","0.0","0.0"
"USC00410433","2019-10-08","81","59","59","0.0","0.0"
"USC00410433","2019-10-09","84","59","70","0.0","0.0"
"USC00410433","2019-10-10","91","70","76","0.0","0.0"
"USC00410433","2019-10-11","95","50","50","0.0","0.0"
"USC00410433","2019-10-12","56","45","51","0.0","0.0"
"USC00410433","2019-10-13","66","51","54","0.0","0.0"
"USC00410433","2019-10-14","79","54","66","0.0","0.0"
"USC00410433","2019-10-15","85","66","75","0.0","0.0"
"USC00410433","2019-10-16","92","60","62","0.0","0.0"
"USC00410433","2019-10-17","66","51","55","0.0","0.0"
"USC00410433","2019-10-18","74","47","48","0.0","0.0"
"USC00410433","2019-10-19","82","48","67","0.0","0.0"
"USC00410433","2019-10-20","92","61","65","0.0","0.0"
"USC00410433","2019-10-21","90","59","59","0.0","0.0"
"USC00410433","2019-10-22","76","48","50","0.0","0.0"
"USC00410433","2019-10-23","81","50","53","0.0","0.0"
"USC00410433","2019-10-24","84","53","63","0.0","0.0"
"USC00410433","2019-10-25","82","42","42","0.0","0.0"
"USC00410433","2019-10-26","56","42","42","0.0","0.0"
"USC00410433","2019-10-27","71","41","41","0.0","0.0"
"USC00410433","2019-10-28","79","41","55","0.0","0.0"
"USC00410433","2019-10-29","78","51","51","0.0","0.0"
"USC00410433","2019-10-30","52","44","44","0.0","0.0"
"USC00410433","2019-10-31","47","32","33","0.0","0.0"
"USC00410433","2019-11-01","53","28","28","0.0","0.0"
"USC00410433","2019-11-02","61","28","41","0.0","0.0"
"USC00410433","2019-11-03","66","39","40","0.0","0.0"
"USC00410433","2019-11-04","72","40","52","0.0","0.0"
"USC00410433","2019-11-05","79","52","65","0.0","0.0"
"USC00410433","2019-11-06","80","65","68","0.0","0.0"
"USC00410433","2019-11-07","80","60","61","0.0","0.0"
"USC00410433","2019-11-08","64","41","42","0.0","0.0"
"USC00410433","2019-11-09","48","39","39","0.0","0.0"
"USC00410433","2019-11-10","68","39","46","0.0","0.0"
"USC00410433","2019-11-11","72","46","64","0.0","0.0"
"USC00410433","2019-11-12","71","28","28","0.0","0.0"
"USC00410433","2019-11-13","43","27","29","0.0","0.0"
"USC00410433","2019-11-14","40","29","39","0.0","0.0"
"USC00410433","2019-11-15","43","35","35","0.0","0.0"
"USC00410433","2019-11-16","59","31","31","0.0","0.0"
"USC00410433","2019-11-17","63","31","41","0.0","0.0"
"USC00410433","2019-11-18","67","41","43","0.0","0.0"
"USC00410433","2019-11-19","71","43","48","0.0","0.0"
"USC00410433","2019-11-20","77","48","63","0.0","0.0"
"USC00410433","2019-11-21","80","63","67","0.0","0.0"
"USC00410433","2019-11-22","77","54","54","0.0","0.0"
"USC00410433","2019-11-23","57","38","38","0.0","0.0"
"USC00410433","2019-11-24","67","38","41","0.0","0.0"
"USC00410433","2019-11-25","72","41","48","0.0","0.0"
"USC00410433","2019-11-26","83","48","64","0.0","0.0"
"USC00410433","2019-11-27","70","49","49","0.0","0.0"
"USC00410433","2019-11-28","55","47","48","0.0","0.0"
"USC00410433","2019-11-29","53","48","50","0.0","0.0"
"USC00410433","2019-11-30","71","50","71","0.0","0.0"
"USC00410433","2019-12-01","83","47","47","0.0","0.0"
"USC00410433","2019-12-02","62","39","41","0.0","0.0"
"USC00410433","2019-12-03","63","38","38","0.0","0.0"
"USC00410433","2019-12-04","73","38","48","0.0","0.0"
"USC00410433","2019-12-05","71","48","52","0.0","0.0"
"USC00410433","2019-12-06","72","52","56","0.0","0.0"
"USC00410433","2019-12-07","70","44","44","0.0","0.0"
"USC00410433","2019-12-08","67","44","51","0.0","0.0"
"USC00410433","2019-12-09","71","51","64","0.0","0.0"
"USC00410433","2019-12-10","81","40","40","0.0","0.0"
"USC00410433","2019-12-11","43","34","38","0.0","0.0"
"USC00410433","2019-12-12","54","34","35","0.0","0.0"
"USC00410433","2019-12-13","60","35","41","0.0","0.0"
"USC00410433","2019-12-14","73","41","42","0.0","0.0"
"USC00410433","2019-12-15","72","42","51","0.0","0.0"
"USC00410433","2019-12-16","76","46","46","0.0","0.0"
"USC00410433","2019-12-17","55","33","33","0.0","0.0"
"USC00410433","2019-12-18","52","30","30","0.0","0.0"
"USC00410433","2019-12-19","58","29","30","0.0","0.0"
"USC00410433","2019-12-20","58","30","47","0.0","0.0"
"USC00410433","2019-12-21","49","46","48","0.0","0.0"
"USC00410433","2019-12-22","58","34","34","0.0","0.0"
"USC00410433","2019-12-23","58","33","34","0.0","0.0"
"USC00410433","2019-12-24","67","34","38","0.0","0.0"
"USC00410433","2019-12-25","69","38","52","0.0","0.0"
"USC00410433","2019-12-26","65","52","53","0.0","0.0"
"USC00410433","2019-12-27","65","52","53","0.0","0.0"
"USC00410433","2019-12-28","69","53","53","0.0","0.0"
"USC00410433","2019-12-29","68","48","49","0.0","0.0"
"USC00410433","2019-12-30","63","38","38","0.0","0.0"
"USC00410433","2019-12-31","60","32","36","0.0","0.0"
"USC00410433","2020-01-01","60","36","48","0.0","0.0"
"USC00410433","2020-01-02","55","48","49","0.0","0.0"
"USC00410433","2020-01-03","57","47","48","0.0","0.0"
"USC00410433","2020-01-04","63","41","41","0.0","0.0"
"USC00410433","2020-01-05","69","41","42","0.0","0.0"
"USC00410433","2020-01-06","74","41","41","0.0","0.0"
"USC00410433","2020-01-07","74","41","43","0.0","0.0"
"USC00410433","2020-01-08","66","35","35","0.0","0.0"
"USC00410433","2020-01-09","67","35","61","0.0","0.0"
"USC00410433","2020-01-10","73","61","68","0.0","0.0"
"USC00410433","2020-01-11","73","42","42","0.0","0.0"
"USC00410433","2020-01-12","55","33","33","0.0","0.0"
"USC00410433","2020-01-13","60","33","52","0.0","0.0"
"USC00410433","2020-01-14","59","52","59","0.0","0.0"
"USC00410433","2020-01-15","74","59","67","0.0","0.0"
"USC00410433","2020-01-16","77","59","62","0.0","0.0"
"USC00410433","2020-01-17","62","51","51","0.0","0.0"
"USC00410433","2020-01-18","63","49","61","0.0","0.0"
"USC00410433","2020-01-19","67","38","38","0.0","0.0"
"USC00410433","2020-01-20","56","35","35","0.0","0.0"
"USC00410433","2020-01-21","60","35","42","0.0","0.0"
"USC00410433","2020-01-22","61","42","46","0.0","0.0"
"USC00410433","2020-01-23","56","46","49","0.0","0.0"
"USC00410433","2020-01-24","63","39","41","0.0","0.0"
"USC00410433","2020-01-25","65","40","41","0.0","0.0"
"USC00410433","2020-01-26","64","41","54","0.0","0.0"
"USC00410433","2020-01-27","74","44","44","0.0","0.0"
"USC00410433","2020-01-28","67","44","53","0.0","0.0"
"USC00410433","2020-01-29","69","42","42","0.0","0.0"
"USC00410433","2020-01-30","60","41","41","0.0","0.0"
"USC00410433","2020-01-31","47","41","43","0.0","0.0"
"USC00410433","2020-02-01","58","39","39","0.0","0.0"
"USC00410433","2020-02-02","70","39","47","0.0","0.0"
"USC00410433","2020-02-03","78","47","56","0.0","0.0"
"USC00410433","2020-02-04","69","56","62","0.0","0.0"
"USC00410433","2020-02-05","76","35","35","0.0","0.0"
"USC00410433","2020-02-06","41","27","28","0.0","0.0"
"USC00410433","2020-02-07","52","28","34","0.0","0.0"
"USC00410433","2020-02-08","72","34","44","0.0","0.0"
"USC00410433","2020-02-09","67","44","62","0.0","0.0"
"USC00410433","2020-02-10","68","62","67","0.0","0.0"
"USC00410433","2020-02-11","67","41","41","0.0","0.0"
"USC00410433","2020-02-12","45","41","42","0.0","0.0"
"USC00410433","2020-02-13","55","36","36","0.0","0.0"
"USC00410433","2020-02-14","52","32","32","0.0","0.0"
"USC00410433","2020-02-15","57","32","37","0.0","0.0"
"USC00410433","2020-02-16","62","37","54","0.0","0.0"
"USC00410433","2020-02-17","75","54","63","0.0","0.0"
"USC00410433","2020-02-18","78","63","66","0.0","0.0"
"USC00410433","2020-02-19","69","46","46","0.0","0.0"
"USC00410433","2020-02-20","47","42","42","0.0","0.0"
"USC00410433","2020-02-21","49","33","33","0.0","0.0"
"USC00410433","2020-02-22","53","33","44","0.0","0.0"
"USC00410433","2020-02-23","62","44","52","0.0","0.0"
"USC00410433","2020-02-24","66","52","61","0.0","0.0"
"USC00410433","2020-02-25","67","44","47","0.0","0.0"
"USC00410433","2020-02-26","66","37","38","0.0","0.0"
"USC00410433","2020-02-27","53","28","29","0.0","0.0"
"USC00410433","2020-02-28","63","29","35","0.0","0.0"
"USC00410433","2020-02-29","73","35","42","0.0","0.0"
"USC00410433","2020-03-01","73","42","57","0.0","0.0"
"USC00410433","2020-03-02","74","57","63","0.0","0.0"
"USC00410433","2020-03-03","76","62","62","0.0","0.0"
"USC00410433","2020-03-04","71","62","63","0.0","0.0"
"USC00410433","2020-03-05","63","45","45","0.0","0.0"
"USC00410433","2020-03-06","74","45","49","0.0","0.0"
"USC00410433","2020-03-07","69","43","45","0.0","0.0"
"USC00410433","2020-03-08","63","45","51","0.0","0.0"
"USC00410433","2020-03-09","71","51","62","0.0","0.0"
"USC00410433","2020-03-10","65","56","57","0.0","0.0"
"USC00410433","2020-03-11","79","57","62","0.0","0.0"
"USC00410433","2020-03-12","83","62","66","0.0","0.0"
"USC00410433","2020-03-13","85","66","67","0.0","0.0"
"USC00410433","2020-03-14","82","67","69","0.0","0.0"
"USC00410433","2020-03-15","81","58","58","0.0","0.0"
"USC00410433","2020-03-16","65","58","58","0.0","0.0"
"USC00410433","2020-03-17","74","58","67","0.0","0.0"
"USC00410433","2020-03-18","81","67","68","0.0","0.0"
"USC00410433","2020-03-19","80","68","69","0.0","0.0"
"USC00410433","2020-03-20","83","55","55","0.0","0.0"
"USC00410433","2020-03-21","55","46","46","0.0","0.0"
"USC00410433","2020-03-22","55","46","55","0.0","0.0"
"USC00410433","2020-03-23","64","55","64","0.0","0.0"
"USC00410433","2020-03-24","81","64","66","0.0","0.0"
"USC00410433","2020-03-25","89","53","55","0.0","0.0"
"USC00410433","2020-03-26","90","55","66","0.0","0.0"
"USC00410433","2020-03-27","85","66","69","0.0","0.0"
"USC00410433","2020-03-28","86","69","71","0.0","0.0"
"USC00410433","2020-03-29","79","48","48","0.0","0.0"
"USC00410433","2020-03-30","78","48","63","0.0","0.0"
"USC00410433","2020-03-31","68","54","56","0.0","0.0"
"USC00410433","2020-04-01","73","47","48","0.0","0.0"
"USC00410433","2020-04-02","77","48","61","0.0","0.0"
"USC00410433","2020-04-03","68","61","66","0.0","0.0"
"USC00410433","2020-04-04","72","43","43","0.0","0.0"
"USC00410433","2020-04-05","51","43","49","0.0","0.0"
"USC00410433","2020-04-06","64","49","59","0.0","0.0"
"USC00410433","2020-04-07","75","59","68","0.0","0.0"
"USC00410433","2020-04-08","87","68","72","0.0","0.0"
"USC00410433","2020-04-09","92","71","71","0.0","0.0"
"USC00410433","2020-04-10","91","60","60","0.0","0.0"
"USC00410433","2020-04-11","73","58","60","0.0","0.0"
"USC00410433","2020-04-12","73","60","71","0.0","0.0"
"USC00410433","2020-04-13","83","42","42","0.0","0.0"
"USC00410433","2020-04-14","63","42","44","0.0","0.0"
"USC00410433","2020-04-15","63","39","39","0.0","0.0"
"USC00410433","2020-04-16","68","39","45","0.0","0.0"
"USC00410433","2020-04-17","76","45","61","0.0","0.0"
"USC00410433","2020-04-18","70","53","53","0.0","0.0"
"USC00410433","2020-04-19","60","53","60","0.0","0.0"
"USC00410433","2020-04-20","90","60","62","0.0","0.0"
"USC00410433","2020-04-21","86","62","65","0.0","0.0"
"USC00410433","2020-04-22","86","65","69","0.0","0.0"
"USC00410433","2020-04-23","78","57","57","0.0","0.0"
"USC00410433","2020-04-24","86","57","59","0.0","0.0"
"USC00410433","2020-04-25","95","59","60","0.0","0.0"
"USC00410433","2020-04-26","77","50","51","0.0","0.0"
"USC00410433","2020-04-27","85","51","61","0.0","0.0"
